kernel,source,token
aten_pdist_forward_cpu,aten/src/ATen/native/cpu/DistanceOpsKernel.cpp,pdist_forward_kernel_impl
aten_pdist_backward_cpu,aten/src/ATen/native/cpu/DistanceOpsKernel.cpp,pdist_backward_kernel_impl
aten_cdist_cpu,aten/src/ATen/native/cpu/DistanceOpsKernel.cpp,cdist_kernel_impl
aten_cdist_backward_cpu,aten/src/ATen/native/cpu/DistanceOpsKernel.cpp,cdist_backward_kernel_impl
aten_histogramdd_cpu,aten/src/ATen/native/cpu/HistogramKernel.cpp,histogramdd_kernel_impl
aten_histogramdd_linear_cpu,aten/src/ATen/native/cpu/HistogramKernel.cpp,histogramdd_linear_kernel_impl
aten_histogram_select_outer_bin_edges_cpu,aten/src/ATen/native/cpu/HistogramKernel.cpp,histogram_select_outer_bin_edges_impl
aten_sort_cpu,aten/src/ATen/native/cpu/SortingKernel.cpp,sort_kernel
aten_topk_cpu,aten/src/ATen/native/cpu/SortingKernel.cpp,topk_kernel
aten_sum_cpu_backend,aten/src/ATen/native/cpu/SumKernel.cpp,sum_kernel_impl
aten_nansum_cpu,aten/src/ATen/native/cpu/SumKernel.cpp,nansum_kernel_impl
aten_cat_serial_cpu,aten/src/ATen/native/cpu/CatKernel.cpp,cat_serial_kernel
aten_channel_shuffle_cpu,aten/src/ATen/native/cpu/ChannelShuffleKernel.cpp,channel_shuffle_kernel_impl
aten_cross_cpu_backend,aten/src/ATen/native/cpu/CrossKernel.cpp,cross_kernel_impl
aten_pixel_shuffle_cpu_backend,aten/src/ATen/native/cpu/PixelShuffleKernel.cpp,pixel_shuffle_kernel_impl
aten_pixel_unshuffle_cpu_backend,aten/src/ATen/native/cpu/PixelShuffleKernel.cpp,pixel_unshuffle_kernel_impl
aten_stack_serial_cpu,aten/src/ATen/native/cpu/StackKernel.cpp,stack_serial_kernel
aten_unfolded2d_copy_cpu,aten/src/ATen/native/cpu/Unfold2d.cpp,unfolded2d_copy_kernel
aten_unfolded2d_acc_cpu,aten/src/ATen/native/cpu/Unfold2d.cpp,unfolded2d_acc_kernel
aten_unfold_backward_cpu,aten/src/ATen/native/cpu/UnfoldBackwardKernel.cpp,unfold_backward_cpu_kernel
aten_max_unpool2d_cpu,aten/src/ATen/native/cpu/MaxUnpoolKernel.cpp,max_unpool2d_kernel_impl
aten_max_unpool3d_cpu,aten/src/ATen/native/cpu/MaxUnpoolKernel.cpp,max_unpool3d_kernel_impl
aten_spmm_reduce_cpu,aten/src/ATen/native/cpu/SpmmReduceKernel.cpp,spmm_reduce_kernel
aten_spmm_reduce_arg_cpu,aten/src/ATen/native/cpu/SpmmReduceKernel.cpp,spmm_reduce_arg_kernel
aten_spmm_reduce_backward_input_cpu,aten/src/ATen/native/cpu/SpmmReduceKernel.cpp,spmm_reduce_backward_input_kernel
aten_spmm_reduce_backward_input_arg_cpu,aten/src/ATen/native/cpu/SpmmReduceKernel.cpp,spmm_reduce_backward_input_arg_kernel
aten_spmm_reduce_backward_other_cpu,aten/src/ATen/native/cpu/SpmmReduceKernel.cpp,spmm_reduce_backward_other_kernel
aten_spmm_reduce_backward_other_arg_cpu,aten/src/ATen/native/cpu/SpmmReduceKernel.cpp,spmm_reduce_backward_other_arg_kernel
aten_fp16_gemv_trans_cpu,aten/src/ATen/native/cpu/ReducedPrecisionFloatGemvFastPathKernel.cpp,fp16_gemv_trans
aten_bf16_gemv_trans_cpu,aten/src/ATen/native/cpu/ReducedPrecisionFloatGemvFastPathKernel.cpp,bf16_gemv_trans
aten_fp16_dot_cpu,aten/src/ATen/native/cpu/ReducedPrecisionFloatGemvFastPathKernel.cpp,fp16_dot
aten_bf16_dot_cpu,aten/src/ATen/native/cpu/ReducedPrecisionFloatGemvFastPathKernel.cpp,bf16_dot
aten_weight_to_int4pack_cpu,aten/src/ATen/native/cpu/int4mm_kernel.cpp,weight_to_int4pack_kernel
aten_int4pack_mm_cpu,aten/src/ATen/native/cpu/int4mm_kernel.cpp,int4pack_mm_kernel
aten_dyn_quant_pack_4bit_weight_cpu,aten/src/ATen/native/cpu/int4mm_kernel.cpp,dyn_quant_pack_4bit_weight_kernel
aten_dyn_quant_matmul_4bit_cpu,aten/src/ATen/native/cpu/int4mm_kernel.cpp,dyn_quant_matmul_4bit_kernel
aten_int8pack_mm_cpu,aten/src/ATen/native/cpu/int8mm_kernel.cpp,int8pack_mm_kernel
aten_depthwise_conv3x3_cpu,aten/src/ATen/native/cpu/DepthwiseConvKernel.cpp,_convolution_depthwise3x3_winograd
aten_flash_attention_cpu,aten/src/ATen/native/cpu/FlashAttentionKernel.cpp,flash_attention_kernel_impl
aten_flash_attention_backward_cpu,aten/src/ATen/native/cpu/FlashAttentionKernel.cpp,flash_attention_backward_kernel_impl
aten_grid_sampler_2d_cpu,aten/src/ATen/native/cpu/GridSamplerKernel.cpp,grid_sampler_2d_cpu_kernel_impl
aten_grid_sampler_2d_backward_cpu,aten/src/ATen/native/cpu/GridSamplerKernel.cpp,grid_sampler_2d_backward_cpu_kernel_impl
aten_multinomial_with_replacement_cpu,aten/src/ATen/native/cpu/MultinomialKernel.cpp,multinomial_with_replacement_kernel_impl
aten_transform_bias_rescale_qkv_cpu,aten/src/ATen/native/cpu/NativeMultiheadAttnKernel.cpp,transform_bias_rescale_qkv_kernel_impl
aten_sampled_addmm_sparse_csr_cpu,aten/src/ATen/native/cpu/SampledAddmmKernel.cpp,sampled_addmm_sparse_csr_kernel
aten_spdiags_cpu,aten/src/ATen/native/cpu/SparseFactories.cpp,_spdiags_kernel_cpu
aten_weight_norm_cpu,aten/src/ATen/native/cpu/WeightNormKernel.cpp,weight_norm_kernel
aten_weight_norm_backward_cpu,aten/src/ATen/native/cpu/WeightNormKernel.cpp,weight_norm_backward_kernel
aten_batch_norm_collect_stats_cpu,aten/src/ATen/native/cpu/batch_norm_kernel.cpp,batch_norm_cpu_collect_stats_kernel
aten_batch_norm_backward_cpu,aten/src/ATen/native/cpu/batch_norm_kernel.cpp,batch_norm_cpu_backward_kernel
aten_group_norm_cpu,aten/src/ATen/native/cpu/group_norm_kernel.cpp,GroupNormKernelImpl
aten_group_norm_backward_cpu,aten/src/ATen/native/cpu/group_norm_kernel.cpp,GroupNormBackwardKernelImpl
aten_layer_norm_cpu_backend,aten/src/ATen/native/cpu/layer_norm_kernel.cpp,LayerNormKernelImpl
aten_layer_norm_backward_cpu,aten/src/ATen/native/cpu/layer_norm_kernel.cpp,LayerNormBackwardKernelImpl
