kernel,source,token
aten_atan,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,atan_kernel
aten_erf,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,erf_kernel
aten_erfc,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,erfc_kernel
aten_exp,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,exp_kernel
aten_expm1,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,expm1_kernel
aten_log,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,log_kernel
aten_log10,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,log10_kernel
aten_log1p,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,log1p_kernel
aten_log2,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,log2_kernel
aten_lgamma,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,lgamma_kernel
aten_digamma,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,digamma_kernel
aten_trigamma,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,trigamma_kernel
aten_ndtri,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,ndtri_kernel
aten_log_ndtr,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,log_ndtr_kernel
aten_i0,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,i0_kernel
aten_i0e,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,i0e_kernel
aten_i1,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,i1_kernel
aten_i1e,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,i1e_kernel
aten_erfcx,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,erfcx_kernel
aten_erfinv,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,erfinv_kernel
aten_bessel_j0,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,bessel_j0_kernel
aten_bessel_j1,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,bessel_j1_kernel
aten_bessel_y0,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,bessel_y0_kernel
aten_bessel_y1,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,bessel_y1_kernel
aten_modified_bessel_i0,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,modified_bessel_i0_kernel
aten_modified_bessel_i1,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,modified_bessel_i1_kernel
aten_modified_bessel_k0,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,modified_bessel_k0_kernel
aten_modified_bessel_k1,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,modified_bessel_k1_kernel
aten_atan2,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,atan2_kernel
aten_fmod,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,fmod_kernel
aten_remainder,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,remainder_kernel
aten_fmax,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,fmax_kernel
aten_fmin,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,fmin_kernel
aten_hypot,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,hypot_kernel
aten_nextafter,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,nextafter_kernel
aten_copysign,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,copysign_kernel
aten_pow,aten/src/ATen/native/cpu/PowKernel.cpp,pow_tensor_tensor_kernel
aten_igamma,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,igamma_kernel
aten_igammac,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,igammac_kernel
aten_zeta,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,zeta_kernel
aten_chebyshev_polynomial_t,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,chebyshev_polynomial_t_kernel
aten_chebyshev_polynomial_u,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,chebyshev_polynomial_u_kernel
aten_chebyshev_polynomial_v,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,chebyshev_polynomial_v_kernel
aten_chebyshev_polynomial_w,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,chebyshev_polynomial_w_kernel
aten_laguerre_polynomial_l,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,laguerre_polynomial_l_kernel
aten_legendre_polynomial_p,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,legendre_polynomial_p_kernel
aten_hermite_polynomial_h,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,hermite_polynomial_h_kernel
aten_hermite_polynomial_he,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,hermite_polynomial_he_kernel
aten_bitwise_and_i32,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,bitwise_and_kernel
aten_bitwise_or_i32,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,bitwise_or_kernel
aten_bitwise_xor_i32,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,bitwise_xor_kernel
aten_lshift_i32,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,lshift_kernel
aten_rshift_i32,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,rshift_kernel
aten_smooth_l1_elementwise,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,smooth_l1_kernel
aten_huber_elementwise,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,huber_kernel
aten_sigmoid_backward,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,sigmoid_backward_kernel
aten_tanh_backward,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,tanh_backward_kernel
aten_threshold_backward,aten/src/ATen/native/cpu/Activation.cpp,threshold_kernel
aten_elu_backward,aten/src/ATen/native/cpu/Activation.cpp,elu_backward_kernel
aten_softplus_backward,aten/src/ATen/native/cpu/Activation.cpp,softplus_backward_kernel
aten_addcmul,aten/src/ATen/native/cpu/PointwiseOpsKernel.cpp,addcmul_cpu
aten_addcdiv,aten/src/ATen/native/cpu/PointwiseOpsKernel.cpp,addcdiv_cpu
aten_fill,aten/src/ATen/native/cpu/FillKernel.cpp,fill_kernel
aten_linspace,aten/src/ATen/native/cpu/RangeFactoriesKernel.cpp,linspace_kernel
aten_masked_scale,aten/src/ATen/native/cpu/AmpGradScalerKernels.cpp,_amp_foreach_non_finite_check_and_unscale_cpu_kernel
aten_lerp_scalar,aten/src/ATen/native/cpu/LerpKernel.cpp,lerp_kernel_scalar
aten_heaviside,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,heaviside_kernel
aten_logical_and,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logical_and_kernel
aten_logical_or,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logical_or_kernel
aten_logical_xor,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logical_xor_kernel
aten_addr_elementwise,aten/src/ATen/native/cpu/LinearAlgebraKernel.cpp,addr_kernel
aten_xlogy,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,xlogy_kernel
aten_xlog1py,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,xlog1py_kernel
aten_hardsigmoid_backward,aten/src/ATen/native/cpu/Activation.cpp,hardsigmoid_backward_kernel
aten_hardtanh_backward,aten/src/ATen/native/cpu/Activation.cpp,hardtanh_backward_kernel
aten_hardshrink,aten/src/ATen/native/cpu/Activation.cpp,hardshrink_kernel
aten_softshrink,aten/src/ATen/native/cpu/Activation.cpp,softshrink_kernel
aten_shrink_backward,aten/src/ATen/native/cpu/Activation.cpp,shrink_backward_kernel
aten_hardswish_backward,aten/src/ATen/native/cpu/Activation.cpp,hardswish_backward_kernel
aten_glu,aten/src/ATen/native/cpu/Activation.cpp,glu_kernel
aten_glu_backward,aten/src/ATen/native/cpu/Activation.cpp,glu_backward_kernel
aten_glu_jvp,aten/src/ATen/native/cpu/Activation.cpp,glu_jvp_kernel
aten_silu_cpu,aten/src/ATen/native/cpu/Activation.cpp,silu_kernel
aten_silu_backward,aten/src/ATen/native/cpu/Activation.cpp,silu_backward_kernel
aten_mish,aten/src/ATen/native/cpu/Activation.cpp,mish_kernel
aten_mish_backward,aten/src/ATen/native/cpu/Activation.cpp,mish_backward_kernel
aten_add_clamp,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,add_clamp_kernel
aten_div_trunc,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,div_trunc_kernel
aten_div_floor,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,div_floor_kernel
aten_logit_backward,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logit_backward_kernel
aten_logaddexp,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logaddexp_kernel
aten_logaddexp2,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logaddexp2_kernel
aten_gcd_i32,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,gcd_kernel
aten_lcm_i32,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,lcm_kernel
aten_ldexp,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,ldexp_kernel
aten_log_sigmoid_cpu,aten/src/ATen/native/cpu/Activation.cpp,log_sigmoid_cpu_kernel
aten_log_sigmoid_backward_cpu,aten/src/ATen/native/cpu/Activation.cpp,log_sigmoid_backward_cpu_kernel
aten_gelu_cpu_tanh,aten/src/ATen/native/cpu/Activation.cpp,GeluKernelImpl
aten_gelu_cpu_exact,aten/src/ATen/native/cpu/Activation.cpp,GeluKernelImpl
aten_gelu_backward_cpu_tanh,aten/src/ATen/native/cpu/Activation.cpp,GeluBackwardKernelImpl
aten_gelu_backward_cpu_exact,aten/src/ATen/native/cpu/Activation.cpp,GeluBackwardKernelImpl
aten_round_decimals,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,round_decimals_kernel
aten_angle_real,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,angle_kernel
aten_angle_complex_scalarized,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,angle_kernel
aten_signbit,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,signbit_kernel
aten_bitwise_not_i32,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,bitwise_not_kernel
aten_nan_to_num,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,nan_to_num_kernel
aten_conj_complex_scalarized,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,conj_kernel
aten_entr,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,entr_kernel
aten_sgn_complex_scalarized,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,sgn_kernel
aten_logit,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,logit_kernel
aten_polygamma,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,polygamma_kernel
aten_kaiser_window,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,kaiser_window_kernel
aten_where_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,where_kernel_impl
aten_isposinf,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,isposinf_kernel_impl
aten_isneginf,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,isneginf_kernel_impl
aten_clamp_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,clamp_kernel_impl
aten_clamp_scalar_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,clamp_scalar_kernel_impl
aten_clamp_min_scalar_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,clamp_min_scalar_kernel_impl
aten_clamp_max_scalar_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,clamp_max_scalar_kernel_impl
aten_complex_scalarized,aten/src/ATen/native/cpu/ComplexKernel.cpp,complex_kernel
aten_polar_scalarized,aten/src/ATen/native/cpu/ComplexKernel.cpp,polar_kernel
aten_copy_cpu,aten/src/ATen/native/cpu/CopyKernel.cpp,copy_kernel
aten_linear_combination_cpu,aten/src/ATen/native/cpu/FunctionOfAMatrixUtilsKernel.cpp,_compute_linear_combination_cpu_kernel
aten_lerp_scalar_cpu,aten/src/ATen/native/cpu/LerpKernel.cpp,lerp_scalar_kernel
aten_lerp_tensor_cpu,aten/src/ATen/native/cpu/LerpKernel.cpp,lerp_tensor_kernel
aten_smooth_l1_backward,aten/src/ATen/native/cpu/PointwiseOpsKernel.cpp,smooth_l1_backward_cpu_kernel
aten_huber_backward,aten/src/ATen/native/cpu/PointwiseOpsKernel.cpp,huber_backward_cpu_kernel
aten_mse_backward,aten/src/ATen/native/cpu/PointwiseOpsKernel.cpp,mse_backward_cpu_kernel
aten_pow_tensor_scalar,aten/src/ATen/native/cpu/PowKernel.cpp,pow_tensor_scalar_kernel
aten_arange_cpu,aten/src/ATen/native/cpu/RangeFactoriesKernel.cpp,arange_kernel
aten_renorm_scale_factor,aten/src/ATen/native/cpu/RenormKernel.cpp,renorm_scale_factor_impl
aten_airy_ai,aten/src/ATen/native/cpu/airy_ai.cpp,airy_ai_kernel
aten_scaled_modified_bessel_k0,aten/src/ATen/native/cpu/scaled_modified_bessel_k0.cpp,scaled_modified_bessel_k0_kernel
aten_scaled_modified_bessel_k1,aten/src/ATen/native/cpu/scaled_modified_bessel_k1.cpp,scaled_modified_bessel_k1_kernel
aten_spherical_bessel_j0,aten/src/ATen/native/cpu/spherical_bessel_j0.cpp,spherical_bessel_j0_kernel
aten_max_reduce_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,max_kernel_impl
aten_min_reduce_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,min_kernel_impl
aten_aminmax_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,aminmax_kernel
aten_mode_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,mode_kernel_impl
aten_isin_default_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,isin_default_kernel_cpu
aten_min_all_cpu,aten/src/ATen/native/cpu/ReduceAllOpsKernel.cpp,min_all_kernel_impl
aten_max_all_cpu,aten/src/ATen/native/cpu/ReduceAllOpsKernel.cpp,max_all_kernel_impl
aten_aminmax_allreduce_cpu,aten/src/ATen/native/cpu/ReduceAllOpsKernel.cpp,aminmax_allreduce_kernel
aten_amp_update_scale_cpu,aten/src/ATen/native/cpu/AmpGradScalerKernels.cpp,_amp_update_scale_cpu_kernel
aten_fused_adagrad_cpu,aten/src/ATen/native/cpu/FusedAdagradKernel.cpp,fused_adagrad_kernel
aten_fused_sgd_cpu,aten/src/ATen/native/cpu/FusedSGDKernel.cpp,fused_sgd_kernel
aten_fused_adam_cpu,aten/src/ATen/native/cpu/FusedAdamKernel.cpp,fused_adam_kernel
