kernel,source,token
aten_convert_coo_to_csr_cpu,aten/src/ATen/native/TensorConversions.cpp,convert_indices_from_coo_to_csr_cpu
aten_convert_csr_to_coo_cpu,aten/src/ATen/native/TensorConversions.cpp,convert_indices_from_csr_to_coo_cpu
aten_fast_cat_dim0_cpu,aten/src/ATen/native/TensorShape.cpp,fastCatOutDim0
aten_block_diag_cpu,aten/src/ATen/native/TensorShape.cpp,block_diag
aten_narrow_copy_dense_cpu,aten/src/ATen/native/TensorShape.cpp,narrow_copy_dense_cpu_out
aten_repeat_tensor_shape_cpu,aten/src/ATen/native/TensorShape.cpp,repeat
aten_split_copy_cpu,aten/src/ATen/native/TensorShape.cpp,split_copy_Tensor_out
aten_copy_tensor_array_cpu,aten/src/ATen/native/TensorShape.cpp,copy_tensor_array_to_out
aten_unbind_copy_cpu,aten/src/ATen/native/TensorShape.cpp,unbind_copy_int_out
aten_triu_mask_cpu,aten/src/ATen/native/Itertools.cpp,_triu_mask
aten_cartesian_prod_cpu,aten/src/ATen/native/Itertools.cpp,cartesian_prod
aten_combinations_cpu,aten/src/ATen/native/Itertools.cpp,combinations
aten_sobol_draw_cpu,aten/src/ATen/native/SobolEngineOps.cpp,_sobol_engine_draw
aten_sobol_fast_forward_cpu,aten/src/ATen/native/SobolEngineOps.cpp,_sobol_engine_ff_
aten_sobol_scramble_cpu,aten/src/ATen/native/SobolEngineOps.cpp,_sobol_engine_scramble_
aten_sobol_initialize_cpu,aten/src/ATen/native/SobolEngineOps.cpp,_sobol_engine_initialize_state_
aten_rowwise_prune_cpu,aten/src/ATen/native/RowwisePrune.cpp,_rowwise_prune_helper
aten_joint_scaling_cpu,aten/src/ATen/native/ScaledBlas.cpp,get_joint_scaling
aten_unsafe_index_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,_unsafe_index
aten_index_put_impl_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,_index_put_impl_
aten_index_reduce_impl_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,index_reduce_func_impl
aten_index_select_dim1_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,index_select_out_cpu_dim1_
aten_index_select_out_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,index_select_out_cpu_
aten_masked_scatter_backward_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,masked_scatter_backward_symint
aten_count_nonzero_impl_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,count_nonzero_impl
aten_count_nonzero_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,count_nonzero_cpu
aten_nonzero_out_cpu,aten/src/ATen/native/TensorAdvancedIndexing.cpp,nonzero_out_cpu
aten_unfold3d_zero_copy_cpu,aten/src/ATen/native/Unfold3d.cpp,Unfold3dZeroPaddingCopyKernelImpl
aten_unfold3d_copy_cpu,aten/src/ATen/native/Unfold3d.cpp,Unfold3dCopyKernelImpl
aten_unfold3d_zero_acc_cpu,aten/src/ATen/native/Unfold3d.cpp,Unfold3dZeroPaddingAccKernelImpl
aten_unfold3d_acc_cpu,aten/src/ATen/native/Unfold3d.cpp,Unfold3dAccKernelImpl
aten_batch_norm_transform_cpu,aten/src/ATen/native/Normalization.cpp,batch_norm_cpu_transform_input_template
aten_batch_norm_stats_cpu,aten/src/ATen/native/Normalization.cpp,batch_norm_cpu_update_stats_template
aten_batch_norm_backward_template_cpu,aten/src/ATen/native/Normalization.cpp,batch_norm_backward_cpu_template
aten_batch_norm_cpu_entry,aten/src/ATen/native/Normalization.cpp,batch_norm_cpu
aten_flatten_nd_linear_cpu,aten/src/ATen/native/Linear.cpp,_flatten_nd_linear
aten_sumproduct_pair_cpu,aten/src/ATen/native/Linear.cpp,sumproduct_pair
aten_trilinear_cpu,aten/src/ATen/native/Linear.cpp,_trilinear
aten_bilinear_cpu,aten/src/ATen/native/Linear.cpp,bilinear
aten_vector_norm_out_cpu,aten/src/ATen/native/LinearAlgebra.cpp,linalg_vector_norm_out
aten_linalg_powsum_cpu,aten/src/ATen/native/LinearAlgebra.cpp,linalg__powsum
aten_kron_impl_cpu,aten/src/ATen/native/LinearAlgebra.cpp,KronImpl
aten_kron_out_cpu,aten/src/ATen/native/LinearAlgebra.cpp,kron_out
aten_int_mm_out_cpu,aten/src/ATen/native/LinearAlgebra.cpp,_int_mm_out_cpu
aten_sparse_norm_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,norm_sparse
aten_sparse_add_values_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,add_out_sparse_contiguous
aten_dense_sparse_add_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,add_out_dense_sparse_cpu
aten_sparse_dense_intersection_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,intersection_binary_op_sparse_dense_out
aten_sparse_mul_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,mul_out_sparse_cpu
aten_sparse_addmm_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,s_addmm_out_sparse_dense_worker
aten_hspmm_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,hspmm_out_sparse_cpu
aten_sparse_sum_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,_sparse_sum
aten_sparse_sum_backward_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,_sparse_sum_backward_cpu
aten_binary_search_strided_rightmost_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,binary_search_strided_rightmost
aten_sparse_bmm_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,bmm_out_sparse_cpu
aten_sparse_csr_addmm_cpu,aten/src/ATen/native/sparse/SparseCsrTensorMath.cpp,addmm_out_sparse_csr_native_cpu
aten_sparse_csr_add_dense_cpu,aten/src/ATen/native/sparse/SparseCsrTensorMath.cpp,add_out_dense_sparse_compressed_cpu
aten_sparse_csr_reduce_dim0_cpu,aten/src/ATen/native/sparse/SparseCsrTensorMath.cpp,reduce_sparse_csr_dim0_cpu_template
aten_sparse_csr_reduce_dim1_cpu,aten/src/ATen/native/sparse/SparseCsrTensorMath.cpp,reduce_sparse_csr_dim1_cpu_template
aten_sparse_csr_reduce_all_cpu,aten/src/ATen/native/sparse/SparseCsrTensorMath.cpp,reduce_sparse_csr_dim01_cpu_template
aten_sample_poisson_transform_cpu,aten/src/ATen/native/Distributions.cpp,sample_poisson
aten_standard_gamma_grad_cpu,aten/src/ATen/native/Distributions.cpp,_standard_gamma_grad_cpu
aten_dirichlet_grad_cpu,aten/src/ATen/native/Distributions.cpp,_dirichlet_grad_cpu
aten_binomial_transform_cpu,aten/src/ATen/native/Distributions.cpp,_s_binomial_cpu
aten_poisson_transform_cpu,aten/src/ATen/native/Distributions.cpp,_s_poisson_cpu
aten_gamma_transform_cpu,aten/src/ATen/native/Distributions.cpp,_s_gamma_cpu
aten_dirichlet_transform_cpu,aten/src/ATen/native/Distributions.cpp,_s_dirichlet_cpu
aten_fp16_gemv_f16arith_cpu,aten/src/ATen/native/BlasKernel.cpp,fp16_gemv_notrans_fp16_arith
aten_fp16_gemv_f32arith_cpu,aten/src/ATen/native/BlasKernel.cpp,fp16_gemv_notrans_fp32_arith
aten_fp16_gemv_notrans_cpu,aten/src/ATen/native/BlasKernel.cpp,fp16_gemv_notrans
aten_blas_gemv_generic_cpu,aten/src/ATen/native/BlasKernel.cpp,gemv
aten_blas_dot_naive_cpu,aten/src/ATen/native/BlasKernel.cpp,dot_naive
aten_embedding_bag_max_cpu,aten/src/ATen/native/EmbeddingBag.cpp,embedding_bag_cpu_max_out
aten_embedding_bag_backward_max_cpu,aten/src/ATen/native/EmbeddingBag.cpp,_embedding_bag_dense_backward_cpu_max
aten_embedding_bag_counts_cpu,aten/src/ATen/native/EmbeddingBag.cpp,compute_counts
aten_embedding_bag_counts_uniq_cpu,aten/src/ATen/native/EmbeddingBag.cpp,compute_counts_uniq
aten_embedding_bag_backward_sum_cpu,aten/src/ATen/native/EmbeddingBag.cpp,_embedding_bag_dense_backward_cpu_sum_mean
aten_embedding_bag_per_sample_backward_cpu,aten/src/ATen/native/EmbeddingBag.cpp,_embedding_bag_per_sample_weights_backward_cpu_template
aten_unique_bool_cpu,aten/src/ATen/native/Unique.cpp,unique_cpu_bool_template
aten_unique_sorted_cpu,aten/src/ATen/native/Unique.cpp,unique_cpu_sorted_template
aten_unique_consecutive_cpu,aten/src/ATen/native/Unique.cpp,unique_consecutive_cpu_template
aten_unique_dim_impl_cpu,aten/src/ATen/native/Unique.cpp,_unique_dim_cpu_impl
aten_unique_dim_template_cpu,aten/src/ATen/native/Unique.cpp,_unique_dim_cpu_template
aten_nested_pad_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,pad_tensor_to_shape
aten_nested_from_padded_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,nested_from_padded_generic
aten_nested_to_padded_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,NestedTensor_to_padded_tensor_generic
aten_nested_sum_dim_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,NestedTensor_sum_dim_CPU
aten_nested_select_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,select_nested
aten_nested_softmax_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,softmax_nested
aten_nested_all_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,NestedTensor_all
aten_nested_squeeze_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,squeeze_dim_nested
aten_nested_softmax_dropout_cpu,aten/src/ATen/native/nested/NestedTensorTransformerFunctions.cpp,NestedTensor_softmax_dropout
aten_nested_batch_offsets_cpu,aten/src/ATen/native/nested/NestedTensorTransformerFunctions.cpp,NestedTensor_batch_offsets_from_size_tensor
aten_nested_to_mask_cpu,aten/src/ATen/native/nested/NestedTensorTransformerFunctions.cpp,NestedTensor_to_mask
aten_jagged_to_padded_cpu,aten/src/ATen/native/nested/NestedTensorTransformerFunctions.cpp,_jagged_to_padded_dense_forward_cpu
aten_padded_to_jagged_cpu,aten/src/ATen/native/nested/NestedTensorTransformerFunctions.cpp,_padded_dense_to_jagged_forward_cpu
aten_sparse_softmax_offsets_cpu,aten/src/ATen/native/sparse/SoftMax.cpp,get_offsets
aten_sparse_softmax_pools_cpu,aten/src/ATen/native/sparse/SoftMax.cpp,get_pools
aten_sparse_coo_softmax_cpu,aten/src/ATen/native/sparse/SoftMax.cpp,cpu_sparse_coo_softmax
aten_sparse_coo_softmax_backward_cpu,aten/src/ATen/native/sparse/SoftMax.cpp,cpu_sparse_coo_softmax_backward
aten_adaptive_max_pool3d_legacy_cpu,aten/src/ATen/native/AdaptiveMaxPooling3d.cpp,adaptive_max_pool3d_out_frame
aten_adaptive_max_pool3d_legacy_backward_cpu,aten/src/ATen/native/AdaptiveMaxPooling3d.cpp,adaptive_max_pool3d_backward_out_frame
aten_reflect_conj_tri_cpu,aten/src/ATen/native/BatchLinearAlgebraKernel.cpp,apply_reflect_conj_tri_single
aten_eig_complex_vectors_cpu,aten/src/ATen/native/BatchLinearAlgebraKernel.cpp,linalg_eig_make_complex_eigenvectors_cpu_impl
aten_unpack_pivots_cpu,aten/src/ATen/native/BatchLinearAlgebraKernel.cpp,unpack_pivots_cpu_kernel
aten_conv_tbc_cpu,aten/src/ATen/native/ConvolutionTBC.cpp,conv_tbc
aten_conv_tbc_backward_cpu,aten/src/ATen/native/ConvolutionTBC.cpp,conv_tbc_backward
aten_conv_transpose3d_cpu,aten/src/ATen/native/NaiveConvolutionTranspose3d.cpp,slow_conv_transpose3d_out_cpu_template
aten_conv_transpose3d_backward_cpu,aten/src/ATen/native/NaiveConvolutionTranspose3d.cpp,slow_conv_transpose3d_backward_out_cpu_template
aten_conv_transpose3d_grad_weight_cpu,aten/src/ATen/native/NaiveConvolutionTranspose3d.cpp,slow_conv_transpose3d_acc_grad_parameters_cpu
aten_dilated_convolution_cpu,aten/src/ATen/native/NaiveDilatedConvolution.cpp,slow_conv_dilated_all_cpu_template
aten_quant_col_offsets_cpu,aten/src/ATen/native/QuantizedLinear.cpp,CalcColOffsetsTranspose
aten_quant_saturation_cpu,aten/src/ATen/native/QuantizedLinear.cpp,HandleWeightsSaturation
aten_compressed_block_convert_cpu,aten/src/ATen/native/TensorConversions.cpp,_compressed_to_block_compressed_cpu_kernel
aten_cat_sparse_cpu,aten/src/ATen/native/TensorShape.cpp,cat_sparse_impl
aten_permute_sparse_coo_cpu,aten/src/ATen/native/TensorShape.cpp,permute_sparse_coo
aten_index_select_sparse_cpu,aten/src/ATen/native/TensorShape.cpp,index_select_sparse_cpu
aten_max_unpool_backward_cpu,aten/src/ATen/native/cpu/MaxUnpoolKernel.cpp,cpu_max_unpool_backward
aten_nested_softmax_backward_cpu,aten/src/ATen/native/nested/NestedTensorBackward.cpp,nested_softmax_backward
aten_nested_sum_backward_cpu,aten/src/ATen/native/nested/NestedTensorBackward.cpp,_nested_sum_backward_cpu
aten_nested_clone_cpu,aten/src/ATen/native/nested/NestedTensorFactories.cpp,clone_nested
aten_nested_bmm_cpu,aten/src/ATen/native/nested/NestedTensorMatmul.cpp,bmm_nested
aten_nested_matmul_broadcast_cpu,aten/src/ATen/native/nested/NestedTensorMatmul.cpp,matmul_nested_with_broadcasted_dense
aten_nested_where_cpu,aten/src/ATen/native/nested/NestedTensorUnaryOps.cpp,NestedTensor_where
aten_nested_where_out_cpu,aten/src/ATen/native/nested/NestedTensorUnaryOps.cpp,NestedTensor_where_out
aten_flatten_indices_launch_cpu,aten/src/ATen/native/sparse/FlattenIndicesKernel.cpp,launch
aten_sparse_intersection_launch_cpu,aten/src/ATen/native/sparse/SparseBinaryOpIntersectionKernel.cpp,launch
aten_sparse_intersection_apply_cpu,aten/src/ATen/native/sparse/SparseBinaryOpIntersectionKernel.cpp,apply
aten_sparse_addmv_csr_cpu,aten/src/ATen/native/sparse/SparseBlasImpl.cpp,addmv_sparse_csr
aten_sparse_addmv_bsr_cpu,aten/src/ATen/native/sparse/SparseBlasImpl.cpp,addmv_sparse_bsr
aten_sparse_matmul_csr_to_coo_cpu,aten/src/ATen/native/sparse/SparseMatMul.cpp,csr_to_coo
aten_sparse_matmul_maxnnz_cpu,aten/src/ATen/native/sparse/SparseMatMul.cpp,_csr_matmult_maxnnz
aten_sparse_matmul_cpu,aten/src/ATen/native/sparse/SparseMatMul.cpp,_csr_matmult
aten_coalesce_sparse_cpu,aten/src/ATen/native/sparse/SparseTensor.cpp,_coalesce_sparse_cpu
aten_sspaddmm_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,_sspaddmm_out_cpu
