kernel,time_us,status,metric,timing,shape,hardware,framework,date,raw_result
aten_avg_pool3d_backward_cpu,26.240,PASS,torch_cpu_us,sync_wall,B=1_C=2_I0=6_I1=7_I2=8,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_avg_pool3d_backward_cpu torch_cpu_us=26.240 timing=sync_wall shape='B=1_C=2_I0=6_I1=7_I2=8'
aten_batch_norm,424.928,PASS,torch_cpu_us,sync_wall,B=11_C=46_H=92_W=92,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_batch_norm torch_cpu_us=424.928 timing=sync_wall shape='B=11_C=46_H=92_W=92'
aten_batch_norm_cpu_entry,394.368,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_batch_norm_cpu_entry torch_cpu_us=394.368 timing=sync_wall shape='N=4194304'
aten_batch_norm_transform_cpu,1809.824,PASS,torch_cpu_us,sync_wall,N=32_C=64_H=64_W=64,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_batch_norm_transform_cpu torch_cpu_us=1809.824 timing=sync_wall shape='N=32_C=64_H=64_W=64'
aten_bf16_dot_cpu,,SKIP,torch_cpu_us,unspecified,K=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_bf16_dot_cpu torch_cpu_us=SKIP err=missing_native_fixture_adapter:bf16_dot shape='K=4194304'
aten_bf16_gemv_trans_cpu,,SKIP,torch_cpu_us,unspecified,M=4096_K=8192,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_bf16_gemv_trans_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='M=4096_K=8192'
aten_bilinear_cpu,18301.952,PASS,torch_cpu_us,sync_wall,B=65_I=131_J=163_O=196,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_bilinear_cpu torch_cpu_us=18301.952 timing=sync_wall shape='B=65_I=131_J=163_O=196'
aten_binary_cross_entropy,21321.408,PASS,torch_cpu_us,sync_wall,N=8388608,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_binary_cross_entropy torch_cpu_us=21321.408 timing=sync_wall shape='N=8388608'
aten_blas_axpy_cpu,,SKIP,torch_cpu_us,unspecified,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_blas_axpy_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='N=4194304'
aten_blas_copy_cpu,,SKIP,torch_cpu_us,unspecified,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_blas_copy_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='N=4194304'
aten_blas_dot_naive_cpu,,SKIP,torch_cpu_us,unspecified,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_blas_dot_naive_cpu torch_cpu_us=SKIP err=missing_native_fixture_adapter:blas_dot shape='N=4194304'
aten_blas_gemv_generic_cpu,,SKIP,torch_cpu_us,unspecified,K=2509_M=1672,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_blas_gemv_generic_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='K=2509_M=1672'
aten_blas_scale_cpu,454.752,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_blas_scale_cpu torch_cpu_us=454.752 timing=sync_wall shape='N=4194304'
aten_blas_sum_cpu,205.440,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_blas_sum_cpu torch_cpu_us=205.440 timing=sync_wall shape='N=4194304'
aten_block_diag_cpu,86.976,PASS,torch_cpu_us,sync_wall,B=23_N=90,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_block_diag_cpu torch_cpu_us=86.976 timing=sync_wall shape='B=23_N=90'
aten_bmm,6689.248,PASS,torch_cpu_us,sync_wall,BATCH=70_K=282_M=141_N=211,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_bmm torch_cpu_us=6689.248 timing=sync_wall shape='BATCH=70_K=282_M=141_N=211'
aten_cartesian_prod_cpu,94.400,PASS,torch_cpu_us,sync_wall,A=1673_B=1254,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_cartesian_prod_cpu torch_cpu_us=94.400 timing=sync_wall shape='A=1673_B=1254'
aten_cat_serial_cpu,560.352,PASS,torch_cpu_us,sync_wall,K=3096_M=581_R=774,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_cat_serial_cpu torch_cpu_us=560.352 timing=sync_wall shape='K=3096_M=581_R=774'
aten_cat_sparse_cpu,2005.184,PASS,torch_cpu_us,sync_wall,B=256_N=16383,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_cat_sparse_cpu torch_cpu_us=2005.184 timing=sync_wall shape='B=256_N=16383'
aten_cauchy_cpu,157389.120,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_cauchy_cpu torch_cpu_us=157389.120 timing=sync_wall shape='N=4194304'
aten_ceil,414.336,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_ceil torch_cpu_us=414.336 timing=sync_wall shape='N=4194304'
aten_channel_shuffle,,SKIP,torch_cpu_us,unspecified,B=14_CPG=28_G=14_H=28_W=28,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_channel_shuffle torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='B=14_CPG=28_G=14_H=28_W=28'
aten_channel_shuffle_cpu,,SKIP,torch_cpu_us,unspecified,B=17_CPG=26_G=34_S=276,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_channel_shuffle_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='B=17_CPG=26_G=34_S=276'
aten_clamp,423.392,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_clamp torch_cpu_us=423.392 timing=sync_wall shape='N=4194304'
aten_clamp_cpu,417.600,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_clamp_cpu torch_cpu_us=417.600 timing=sync_wall shape='N=4194304'
aten_clamp_max_scalar_cpu,414.656,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_clamp_max_scalar_cpu torch_cpu_us=414.656 timing=sync_wall shape='N=4194304'
aten_clamp_min_scalar_cpu,418.752,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_clamp_min_scalar_cpu torch_cpu_us=418.752 timing=sync_wall shape='N=4194304'
aten_clamp_scalar_cpu,422.304,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_clamp_scalar_cpu torch_cpu_us=422.304 timing=sync_wall shape='N=4194304'
aten_complex_scalarized,1787.392,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_complex_scalarized torch_cpu_us=1787.392 timing=sync_wall shape='N=4194304'
aten_compressed_block_convert_cpu,,SKIP,torch_cpu_us,unspecified,R=2048_C=2048_BR=4_BC=4,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_compressed_block_convert_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='R=2048_C=2048_BR=4_BC=4'
aten_conj_complex_scalarized,1790.528,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_conj_complex_scalarized torch_cpu_us=1790.528 timing=sync_wall shape='N=4194304'
aten_conv1d,45263.872,PASS,torch_cpu_us,sync_wall,B=32_IC=64_OC=128_W=4096_K=3,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_conv1d torch_cpu_us=45263.872 timing=sync_wall shape='B=32_IC=64_OC=128_W=4096_K=3'
aten_conv2d,5211.008,PASS,torch_cpu_us,sync_wall,B=4_IC=16_OC=32_H=128_W=128_KH=3_KW=3,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_conv2d torch_cpu_us=5211.008 timing=sync_wall shape='B=4_IC=16_OC=32_H=128_W=128_KH=3_KW=3'
aten_conv2d_columns_cpu,503.328,PASS,torch_cpu_us,sync_wall,C=11_H=59_K=11_W=59,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_conv2d_columns_cpu torch_cpu_us=503.328 timing=sync_wall shape='C=11_H=59_K=11_W=59'
aten_conv3d,73884131.936,PASS,torch_cpu_us,sync_wall,B=6_D=37_H=37_IC=12_K=19_OC=19_W=37,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_conv3d torch_cpu_us=73884131.936 timing=sync_wall shape='B=6_D=37_H=37_IC=12_K=19_OC=19_W=37'
aten_conv_tbc_backward_cpu,3779.968,PASS,torch_cpu_us,sync_wall,T=4094_B=16_I=32_O=64_K=3,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_conv_tbc_backward_cpu torch_cpu_us=3779.968 timing=sync_wall shape='T=4094_B=16_I=32_O=64_K=3'
aten_conv_tbc_cpu,2912.704,PASS,torch_cpu_us,sync_wall,T=4096_B=16_I=32_O=64_K=3,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_conv_tbc_cpu torch_cpu_us=2912.704 timing=sync_wall shape='T=4096_B=16_I=32_O=64_K=3'
aten_conv_transpose2d,4093.472,PASS,torch_cpu_us,sync_wall,B=2_IC=16_OC=32_H=128_W=128_K=3,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_conv_transpose2d torch_cpu_us=4093.472 timing=sync_wall shape='B=2_IC=16_OC=32_H=128_W=128_K=3'
aten_conv_transpose3d_backward_cpu,21430035.680,PASS,torch_cpu_us,sync_wall,C=15_D=45_H=53_K=23_O=23_W=60,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_conv_transpose3d_backward_cpu torch_cpu_us=21430035.680 timing=sync_wall shape='C=15_D=45_H=53_K=23_O=23_W=60'
aten_conv_transpose3d_cpu,27532.192,PASS,torch_cpu_us,sync_wall,C=8_O=16_D=32_H=32_W=32_K=3,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_conv_transpose3d_cpu torch_cpu_us=27532.192 timing=sync_wall shape='C=8_O=16_D=32_H=32_W=32_K=3'
aten_conv_transpose3d_grad_weight_cpu,27612.832,PASS,torch_cpu_us,sync_wall,C=8_O=16_D=32_H=32_W=32_K=3,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_conv_transpose3d_grad_weight_cpu torch_cpu_us=27612.832 timing=sync_wall shape='C=8_O=16_D=32_H=32_W=32_K=3'
aten_convert_coo_to_csr_cpu,,SKIP,torch_cpu_us,unspecified,N=4194304_R=65536,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_convert_coo_to_csr_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='N=4194304_R=65536'
aten_convert_csr_to_coo_cpu,,SKIP,torch_cpu_us,unspecified,N=4194304_R=65536,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_convert_csr_to_coo_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='N=4194304_R=65536'
aten_copy_cpu,440.928,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_copy_cpu torch_cpu_us=440.928 timing=sync_wall shape='N=4194304'
aten_copy_tensor_array_cpu,415.360,PASS,torch_cpu_us,sync_wall,B=512_N=8192,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_copy_tensor_array_cpu torch_cpu_us=415.360 timing=sync_wall shape='B=512_N=8192'
aten_cos,1919.680,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_cos torch_cpu_us=1919.680 timing=sync_wall shape='N=4194304'
aten_cosh,2969.888,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_cosh torch_cpu_us=2969.888 timing=sync_wall shape='N=4194304'
aten_count_nonzero_cpu,479.296,PASS,torch_cpu_us,sync_wall,N=8388608,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_count_nonzero_cpu torch_cpu_us=479.296 timing=sync_wall shape='N=8388608'
aten_count_nonzero_impl_cpu,3854.656,PASS,torch_cpu_us,sync_wall,R=131072_C=64,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_count_nonzero_impl_cpu torch_cpu_us=3854.656 timing=sync_wall shape='R=131072_C=64'
aten_cpu_blas_gemm_batched_cpu,,SKIP,torch_cpu_us,unspecified,B=52_K=311_M=208_N=259,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_cpu_blas_gemm_batched_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='B=52_K=311_M=208_N=259'
aten_cpu_blas_gemm_cpu,,SKIP,torch_cpu_us,unspecified,K=2290_M=1374_N=1832,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_cpu_blas_gemm_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='K=2290_M=1374_N=1832'
aten_cpu_blas_gemm_strided_batched_cpu,,SKIP,torch_cpu_us,unspecified,B=52_K=311_M=208_N=259,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_cpu_blas_gemm_strided_batched_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='B=52_K=311_M=208_N=259'
aten_cross,1657.472,PASS,torch_cpu_us,sync_wall,N=1398101,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_cross torch_cpu_us=1657.472 timing=sync_wall shape='N=1398101'
aten_cross_cpu_backend,1657.280,PASS,torch_cpu_us,sync_wall,V=1398101,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_cross_cpu_backend torch_cpu_us=1657.280 timing=sync_wall shape='V=1398101'
aten_cumprod_backward_cpu,11731.232,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_cumprod_backward_cpu torch_cpu_us=11731.232 timing=sync_wall shape='N=4194304'
aten_cumprod_cpu,518.112,PASS,torch_cpu_us,sync_wall,K=2897_R=1448,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_cumprod_cpu torch_cpu_us=518.112 timing=sync_wall shape='K=2897_R=1448'
aten_cumsum,4482.144,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_cumsum torch_cpu_us=4482.144 timing=sync_wall shape='N=4194304'
aten_dense_sparse_add_cpu,452.928,PASS,torch_cpu_us,sync_wall,C=2047_N=16380_R=2047,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_dense_sparse_add_cpu torch_cpu_us=452.928 timing=sync_wall shape='C=2047_N=16380_R=2047'
aten_depthwise_conv3x3_cpu,21513.216,PASS,torch_cpu_us,sync_wall,B=2_C=64_H=256_W=256,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_depthwise_conv3x3_cpu torch_cpu_us=21513.216 timing=sync_wall shape='B=2_C=64_H=256_W=256'
aten_diff_cpu,,SKIP,torch_cpu_us,unspecified,N=16777216,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_diff_cpu torch_cpu_us=SKIP err=build:AttributeError:'NoneType' object has no attribute 'startswith' shape='N=16777216'
aten_dilated_convolution_cpu,3443.840,PASS,torch_cpu_us,sync_wall,C=16_O=32_H=128_W=128_K=3_D=2,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_dilated_convolution_cpu torch_cpu_us=3443.840 timing=sync_wall shape='C=16_O=32_H=128_W=128_K=3_D=2'
aten_dirichlet_grad_cpu,353417.568,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_dirichlet_grad_cpu torch_cpu_us=353417.568 timing=sync_wall shape='N=4194304'
aten_div,713.408,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_div torch_cpu_us=713.408 timing=sync_wall shape='N=4194304'
aten_div_floor,3273.344,PASS,torch_cpu_us,sync_wall,N=4194304,Jetson_AGX_Orin_CPU_12_threads,torch_2.8.0+cpu,2026-09-07,kernel=aten_div_floor torch_cpu_us=3273.344 timing=sync_wall shape='N=4194304'
